date,revenues,group,customer_id
4/26/2017,0,a,506
4/26/2017,9.47,b,54
4/26/2017,0,a,563
4/26/2017,0,b,537
4/26/2017,0,a,795
4/26/2017,0,b,234
4/27/2017,0,a,302
4/27/2017,0,b,151
4/27/2017,0,a,585
4/27/2017,0,b,357
4/27/2017,0,b,544
4/27/2017,0,b,522
4/27/2017,0,b,437
4/27/2017,0,b,685
4/27/2017,0,b,278
4/27/2017,0,b,1000
4/27/2017,0,a,628
4/27/2017,0,b,25
4/27/2017,0,b,433
4/27/2017,0,b,789
4/27/2017,0,b,241
4/27/2017,0,b,365
4/27/2017,0,a,444
4/27/2017,0,b,664
4/27/2017,0,b,652
4/27/2017,0,b,465
4/27/2017,0,b,354
4/27/2017,0,a,185
4/27/2017,0,b,609
4/27/2017,0,b,312
4/27/2017,0,b,821
4/27/2017,0,a,760
4/27/2017,0,b,978
4/27/2017,0,b,231
4/27/2017,0,b,899
4/27/2017,0,b,178
4/27/2017,0,b,80
4/27/2017,0,b,783
4/27/2017,0,a,320
4/27/2017,0,b,388
4/27/2017,0,b,175
4/27/2017,0,b,858
4/27/2017,0,b,930
4/27/2017,0,b,466
4/27/2017,0,b,658
4/27/2017,0,b,533
4/27/2017,19,b,915
4/27/2017,0,b,662
4/27/2017,0,b,266
4/27/2017,0,b,933
4/27/2017,0,a,105
4/27/2017,0,b,727
4/27/2017,0,b,555
4/27/2017,0,b,935
4/27/2017,0,a,588
4/27/2017,0,b,272
4/27/2017,0,b,396
4/27/2017,0,b,1000
4/27/2017,0,b,431
4/27/2017,0,b,261
4/27/2017,0,b,979
4/27/2017,0,b,531
4/27/2017,0,b,915
4/27/2017,0,b,738
4/27/2017,0,b,414
4/27/2017,0,b,796
4/27/2017,0,b,591
4/27/2017,0,b,905
4/27/2017,0,b,31
4/27/2017,0,b,112
4/27/2017,0,b,685
4/27/2017,0,b,871
4/27/2017,0,b,928
4/27/2017,0,b,213
4/27/2017,0,b,580
4/27/2017,0,b,943
4/27/2017,0,b,536
4/27/2017,0,b,412
4/27/2017,0,b,239
4/27/2017,0,b,96
4/27/2017,0,b,923
4/27/2017,0,b,203
4/27/2017,0,b,415
4/27/2017,0,b,205
4/27/2017,0,b,380
4/27/2017,0,b,696
4/27/2017,0,b,9
4/27/2017,0,b,818
4/27/2017,0,b,108
4/27/2017,0,a,454
4/27/2017,0,b,262
4/27/2017,0,a,842
4/27/2017,0,b,405
4/27/2017,0,a,892
4/27/2017,0,b,648
4/27/2017,195.65,b,73
4/27/2017,0,a,734
4/27/2017,0,b,969
4/27/2017,0,a,850
4/27/2017,0,b,885
4/27/2017,0,a,798
4/27/2017,0,b,30
4/27/2017,0,a,989
4/27/2017,0,b,350
4/27/2017,0,a,463
4/27/2017,0,b,563
4/27/2017,0,a,368
4/27/2017,0,b,460
4/27/2017,0,b,943
4/27/2017,0,a,710
4/27/2017,0,b,121
4/27/2017,0,b,401
4/27/2017,0,b,188
4/27/2017,0,b,966
4/27/2017,0,a,858
4/27/2017,0,b,334
4/27/2017,0,b,418
4/27/2017,0,a,601
4/27/2017,0,b,215
4/27/2017,0,a,278
4/27/2017,0,b,327
4/27/2017,0,a,82
4/27/2017,18.94,b,283
4/27/2017,0,a,318
4/27/2017,0,b,160
4/27/2017,0,a,997
4/27/2017,0,b,536
4/27/2017,0,a,264
4/27/2017,0,b,769
4/27/2017,0,a,272
4/27/2017,0,b,943
4/27/2017,0,b,539
4/27/2017,0,a,534
4/27/2017,0,b,970
4/27/2017,0,b,154
4/27/2017,0,b,830
4/27/2017,0,a,845
4/27/2017,0,b,997
4/27/2017,0,a,722
4/27/2017,0,b,971
4/27/2017,0,a,236
4/27/2017,0,b,589
4/27/2017,0,a,76
4/27/2017,0,b,207
4/27/2017,0,a,948
4/27/2017,0,b,15
4/27/2017,0,a,915
4/27/2017,0,b,737
4/27/2017,0,a,420
4/27/2017,0,b,806
4/27/2017,0,a,644
4/27/2017,0,b,237
4/27/2017,0,a,40
4/27/2017,0,b,312
4/27/2017,0,a,643
4/27/2017,0,b,715
4/27/2017,0,b,246
4/27/2017,0,a,665
4/27/2017,0,b,881
4/27/2017,0,a,586
4/27/2017,0,b,610
4/27/2017,0,a,966
4/27/2017,0,b,967
4/27/2017,0,a,458
4/27/2017,0,b,896
4/27/2017,0,a,121
4/27/2017,0,b,894
4/27/2017,0,a,993
4/27/2017,0,b,576
4/27/2017,0,a,542
4/27/2017,0,b,663
4/27/2017,0,a,284
4/27/2017,0,b,945
4/27/2017,0,a,694
4/27/2017,0,b,112
4/27/2017,0,a,936
4/27/2017,0,b,981
4/27/2017,0,a,833
4/27/2017,0,b,192
4/27/2017,0,a,64
4/27/2017,0,b,663
4/27/2017,0,a,227
4/27/2017,0,b,6
4/27/2017,0,a,725
4/27/2017,0,b,81
4/27/2017,0,a,127
4/27/2017,0,b,4
4/27/2017,0,a,131
4/27/2017,0,b,328
4/27/2017,0,a,465
4/27/2017,0,b,375
4/27/2017,0,a,498
4/27/2017,0,b,127
4/27/2017,0,a,540
4/27/2017,0,b,201
4/27/2017,0,a,91
4/27/2017,0,b,958
4/27/2017,0,a,190
4/27/2017,0,b,255
4/27/2017,0,a,561
4/27/2017,0,b,241
4/27/2017,0,a,953
4/27/2017,0,b,193
4/27/2017,28.38,a,326
4/27/2017,9.46,b,469
4/27/2017,0,a,855
4/27/2017,0,b,638
4/27/2017,0,a,685
4/27/2017,0,b,670
4/27/2017,9.47,a,275
4/27/2017,0,b,114
4/27/2017,0,a,697
4/27/2017,0,b,889
4/27/2017,0,a,347
4/27/2017,0,b,67
4/27/2017,0,a,606
4/27/2017,0,b,353
4/27/2017,0,a,768
4/27/2017,0,b,390
4/27/2017,0,a,322
4/27/2017,0,b,606
4/27/2017,0,a,356
4/27/2017,0,b,412
4/27/2017,0,a,4
4/27/2017,0,b,925
4/27/2017,0,a,227
4/27/2017,0,b,891
4/27/2017,0,a,707
4/27/2017,0,b,635
4/28/2017,0,a,575
4/28/2017,0,b,282
4/28/2017,0,a,133
4/28/2017,0,b,977
4/28/2017,0,a,465
4/28/2017,0,b,896
4/28/2017,0,a,733
4/28/2017,0,b,688
4/28/2017,0,a,706
4/28/2017,9.48,b,214
4/28/2017,0,a,422
4/28/2017,0,b,580
4/28/2017,0,a,704
4/28/2017,0,b,29
4/28/2017,0,a,520
4/28/2017,0,b,967
4/28/2017,0,a,729
4/28/2017,0,b,271
4/28/2017,0,a,402
4/28/2017,0,b,723
4/28/2017,0,b,835
4/28/2017,0,a,992
4/28/2017,0,b,937
4/28/2017,0,b,467
4/28/2017,0,b,156
4/28/2017,0,b,502
4/28/2017,0,b,485
4/28/2017,0,b,914
4/28/2017,0,b,299
4/28/2017,0,b,652
4/28/2017,0,b,559
4/28/2017,0,b,945
4/28/2017,0,b,57
4/28/2017,0,b,956
4/28/2017,0,b,500
4/28/2017,0,b,532
4/28/2017,0,b,802
4/28/2017,0,b,706
4/28/2017,0,b,853
4/28/2017,0,a,923
4/28/2017,0,b,674
4/28/2017,0,b,413
4/28/2017,0,b,927
4/28/2017,0,a,754
4/28/2017,0,b,888
4/28/2017,0,b,777
4/28/2017,0,b,863
4/28/2017,0,b,518
4/28/2017,0,b,823
4/28/2017,0,b,188
4/28/2017,0,b,311
4/28/2017,0,b,127
4/28/2017,0,b,244
4/28/2017,0,a,13
4/28/2017,0,b,378
4/28/2017,0,a,54
4/28/2017,0,b,983
4/28/2017,0,a,413
4/28/2017,0,b,175
4/28/2017,0,a,446
4/28/2017,0,b,854
4/28/2017,0,a,267
4/28/2017,0,b,117
4/28/2017,0,a,931
4/28/2017,0,b,627
4/28/2017,0,a,304
4/28/2017,0,b,273
4/28/2017,0,a,84
4/28/2017,0,b,69
4/28/2017,0,a,917
4/28/2017,0,b,13
4/28/2017,0,a,571
4/28/2017,0,b,648
4/28/2017,0,a,103
4/28/2017,0,b,980
4/28/2017,0,a,286
4/28/2017,0,b,103
4/28/2017,0,a,248
4/28/2017,0,b,579
4/28/2017,0,a,864
4/28/2017,0,b,37
4/28/2017,0,a,870
4/28/2017,0,b,199
4/28/2017,0,a,174
4/28/2017,0,b,967
4/28/2017,0,a,241
4/28/2017,0,b,242
4/28/2017,0,a,818
4/28/2017,0,b,885
4/28/2017,0,a,794
4/28/2017,0,b,211
4/28/2017,0,a,573
4/28/2017,0,b,508
4/28/2017,0,a,588
4/28/2017,0,b,693
4/28/2017,0,a,751
4/28/2017,0,b,74
4/28/2017,1.89,a,517
4/28/2017,0,b,143
4/28/2017,0,a,355
4/28/2017,0,b,728
4/28/2017,0,a,707
4/28/2017,0,b,759
4/28/2017,0,a,143
4/28/2017,0,b,354
4/28/2017,0,a,222
4/28/2017,0,b,568
4/28/2017,0,a,736
4/28/2017,0,b,499
4/28/2017,0,b,169
4/28/2017,0,b,313
4/28/2017,0,a,722
4/28/2017,0,b,748
4/28/2017,0,a,503
4/28/2017,0,b,865
4/28/2017,18.94,b,45
4/28/2017,0,a,360
4/28/2017,0,b,483
4/28/2017,0,a,468
4/28/2017,0,b,957
4/28/2017,0,b,78
4/28/2017,0,a,65
4/28/2017,0,b,674
4/28/2017,0,a,339
4/28/2017,0,b,151
4/28/2017,0,a,838
4/28/2017,0,b,12
4/28/2017,0,a,836
4/28/2017,0,b,780
4/28/2017,0,a,689
4/28/2017,0,b,108
4/28/2017,0,a,502
4/28/2017,0,b,272
4/28/2017,0,a,146
4/28/2017,0,b,437
4/28/2017,0,b,627
4/28/2017,0,a,469
4/28/2017,0,b,498
4/28/2017,0,a,866
4/28/2017,0,b,2
4/28/2017,0,b,420
4/28/2017,0,a,326
4/28/2017,0,b,881
4/28/2017,0,a,228
4/28/2017,0,b,815
4/28/2017,0,b,120
4/28/2017,0,a,44
4/28/2017,0,b,974
4/28/2017,0,a,296
4/28/2017,0,b,403
4/28/2017,0,b,569
4/28/2017,0,a,920
4/28/2017,0,b,957
4/28/2017,0,a,394
4/28/2017,0,b,339
4/28/2017,0,b,745
4/28/2017,0,b,381
4/28/2017,0,b,457
4/28/2017,0,a,274
4/28/2017,0,b,405
4/28/2017,0,a,17
4/28/2017,0,b,276
4/28/2017,0,a,530
4/28/2017,0,b,403
4/28/2017,0,a,702
4/28/2017,0,b,790
4/28/2017,0,a,471
4/28/2017,0,b,65
4/28/2017,0,a,802
4/28/2017,0,b,652
4/28/2017,0,b,676
4/28/2017,0,b,533
4/28/2017,0,a,547
4/28/2017,0,b,851
4/28/2017,0,a,575
4/28/2017,0,b,558
4/28/2017,0,a,462
4/28/2017,0,b,784
4/28/2017,0,a,696
4/28/2017,0,b,790
4/28/2017,0,a,820
4/28/2017,0,b,102
4/28/2017,0,a,694
4/28/2017,0,b,942
4/28/2017,0,b,671
4/28/2017,0,b,257
4/28/2017,0,b,468
4/28/2017,0,a,737
4/28/2017,0,b,17
4/28/2017,0,b,331
4/28/2017,0,a,447
4/28/2017,0,b,275
4/28/2017,0,b,420
4/28/2017,0,b,436
4/28/2017,0,a,606
4/28/2017,0,b,175
4/28/2017,0,a,300
4/28/2017,0,b,566
4/28/2017,0,a,179
4/28/2017,0,b,689
4/28/2017,0,a,997
4/28/2017,0,b,830
4/28/2017,0,a,204
4/28/2017,0,b,842
4/28/2017,0,a,756
4/28/2017,0,b,914
4/28/2017,0,a,33
4/28/2017,0,b,64
4/28/2017,0,b,568
4/28/2017,0,a,496
4/28/2017,0,b,921
4/28/2017,0,a,49
4/28/2017,0,b,197
4/28/2017,0,a,881
4/28/2017,0,b,656
4/28/2017,0,a,575
4/28/2017,0,b,949
4/28/2017,0,a,151
4/28/2017,0,b,454
4/28/2017,0,a,333
4/28/2017,0,b,764
4/28/2017,0,a,290
4/28/2017,0,b,794
4/28/2017,0,a,245
4/28/2017,0,b,154
4/28/2017,0,a,952
4/28/2017,0,b,402
4/28/2017,0,a,887
4/28/2017,0,b,483
4/28/2017,0,a,275
4/28/2017,0,b,633
4/28/2017,0,a,970
4/28/2017,0,b,122
4/29/2017,0,b,116
4/29/2017,0,b,308
4/29/2017,0,a,285
4/29/2017,0,b,189
4/29/2017,0,a,617
4/29/2017,0,b,218
4/29/2017,0,a,24
4/29/2017,0,b,176
4/29/2017,0,a,357
4/29/2017,0,b,9
4/29/2017,0,b,717
4/29/2017,0,a,793
4/29/2017,0,b,11
4/29/2017,0,a,441
4/29/2017,0,b,764
4/29/2017,0,a,132
4/29/2017,0,b,90
4/29/2017,0,a,211
4/29/2017,0,b,838
4/29/2017,0,a,889
4/29/2017,0,b,813
4/29/2017,0,a,770
4/29/2017,0,b,237
4/29/2017,18.88,a,155
4/29/2017,0,b,780
4/29/2017,0,a,784
4/29/2017,0,b,30
4/29/2017,0,a,176
4/29/2017,0,b,378
4/29/2017,0,a,851
4/29/2017,0,b,552
4/29/2017,0,a,908
4/29/2017,0,b,684
4/29/2017,9.44,a,567
4/29/2017,0,b,175
4/29/2017,0,a,451
4/29/2017,0,b,633
4/29/2017,0,a,249
4/29/2017,0,b,581
4/29/2017,0,a,345
4/29/2017,0,b,114
4/29/2017,0,a,993
4/29/2017,0,b,592
4/29/2017,0,a,669
4/29/2017,0,b,281
4/29/2017,0,a,997
4/29/2017,0,b,485
4/29/2017,0,a,515
4/29/2017,0,b,884
4/29/2017,0,a,890
4/29/2017,0,b,560
4/29/2017,0,a,274
4/29/2017,0,b,359
4/29/2017,0,a,884
4/29/2017,0,b,367
4/29/2017,0,a,214
4/29/2017,0,b,7
4/29/2017,0,a,345
4/29/2017,0,b,290
4/29/2017,1.88,a,974
4/29/2017,0,b,343
4/29/2017,0,a,343
4/29/2017,0,b,180
4/29/2017,0,a,341
4/29/2017,0,b,514
4/29/2017,0,a,735
4/29/2017,0,b,264
4/29/2017,0,a,277
4/29/2017,0,b,255
4/29/2017,0,a,381
4/29/2017,0,b,534
4/29/2017,0,a,33
4/29/2017,0,b,46
4/29/2017,0,a,254
4/29/2017,0,b,10
4/29/2017,0,a,271
4/29/2017,0,b,631
4/29/2017,0,a,261
4/29/2017,0,b,331
4/29/2017,9.44,a,328
4/29/2017,0,b,295
4/29/2017,0,a,199
4/29/2017,0,b,140
4/29/2017,0,a,316
4/29/2017,0,b,163
4/29/2017,0,a,735
4/29/2017,0,b,800
4/29/2017,0,b,218
4/29/2017,0,b,450
4/29/2017,0,a,556
4/29/2017,0,b,874
4/29/2017,0,a,955
4/29/2017,0,b,76
4/29/2017,0,a,11
4/29/2017,0,b,134
4/29/2017,0,b,380
4/29/2017,0,a,904
4/29/2017,0,b,66
4/29/2017,0,a,104
4/29/2017,0,b,163
4/29/2017,0,b,787
4/29/2017,0,a,853
4/29/2017,0,b,195
4/29/2017,0,a,174
4/29/2017,0,b,865
4/29/2017,0,a,958
4/29/2017,0,b,718
4/29/2017,0,b,926
4/29/2017,0,a,749
4/29/2017,0,b,171
4/29/2017,0,a,20
4/29/2017,0,b,941
4/29/2017,0,b,106
4/29/2017,0,a,87
4/29/2017,0,b,398
4/29/2017,0,a,195
4/29/2017,0,b,914
4/29/2017,0,b,611
4/29/2017,0,b,845
4/29/2017,0,a,851
4/29/2017,0,b,379
4/29/2017,0,b,872
4/29/2017,0,b,105
4/29/2017,0,b,686
4/29/2017,0,b,583
4/29/2017,0,b,114
4/29/2017,0,b,258
4/29/2017,0,b,290
4/29/2017,0,b,699
4/29/2017,0,b,833
4/29/2017,0,b,855
4/29/2017,0,b,805
4/29/2017,0,b,481
4/29/2017,0,b,384
4/29/2017,0,b,902
4/29/2017,0,a,724
4/29/2017,0,b,228
4/29/2017,0,a,826
4/29/2017,0,b,471
4/29/2017,0,a,28
4/29/2017,0,b,980
4/29/2017,0,a,477
4/29/2017,0,b,548
4/29/2017,0,a,6
4/29/2017,0,b,841
4/29/2017,0,a,281
4/29/2017,0,b,399
4/29/2017,0,a,776
4/29/2017,0,b,251
4/29/2017,0,b,591
4/29/2017,0,a,590
4/29/2017,0,b,462
4/29/2017,0,a,550
4/29/2017,0,b,660
4/29/2017,0,a,370
4/29/2017,0,b,552
4/29/2017,0,a,161
4/29/2017,0,b,857
4/29/2017,0,b,915
4/29/2017,0,a,504
4/29/2017,0,b,579
4/29/2017,0,a,487
4/29/2017,0,b,89
4/29/2017,0,a,406
4/29/2017,0,b,458
4/29/2017,0,a,723
4/29/2017,0,b,6
4/29/2017,0,b,483
4/29/2017,0,a,55
4/29/2017,0,b,792
4/29/2017,0,a,666
4/29/2017,0,b,599
4/29/2017,0,a,287
4/29/2017,0,b,982
4/29/2017,0,a,693
4/29/2017,0,b,420
4/29/2017,0,a,507
4/29/2017,0,b,7
4/29/2017,0,b,876
4/29/2017,0,a,636
4/29/2017,0,b,75
4/29/2017,0,a,717
4/29/2017,0,b,586
4/29/2017,0,a,830
4/29/2017,0,b,170
4/29/2017,0,a,697
4/29/2017,0,b,492
4/29/2017,0,a,265
4/29/2017,0,b,918
4/29/2017,0,a,47
4/29/2017,0,b,380
4/29/2017,0,a,88
4/29/2017,0,b,329
4/29/2017,0,a,987
4/29/2017,0,b,637
4/29/2017,0,a,622
4/29/2017,18.88,b,554
4/29/2017,0,a,987
4/29/2017,0,b,494
4/29/2017,0,a,126
4/29/2017,0,b,64
4/29/2017,0,a,755
4/29/2017,0,b,346
4/29/2017,0,b,670
4/29/2017,0,a,807
4/29/2017,0,b,887
4/29/2017,0,a,700
4/29/2017,0,b,187
4/29/2017,0,a,486
4/29/2017,28.32,b,60
4/29/2017,0,a,123
4/29/2017,0,b,942
4/29/2017,0,a,866
4/29/2017,0,b,134
4/29/2017,0,a,888
4/29/2017,0,b,520
4/29/2017,0,a,563
4/29/2017,0,b,804
4/29/2017,0,a,551
4/29/2017,0,b,713
4/29/2017,0,a,631
4/29/2017,0,b,557
4/29/2017,0,a,51
4/29/2017,0,b,692
4/29/2017,0,a,545
4/29/2017,0,b,286
4/29/2017,0,a,541
4/30/2017,0,b,867
4/30/2017,0,a,568
4/30/2017,0,b,564
4/30/2017,0,a,718
4/30/2017,0,b,910
4/30/2017,0,a,548
4/30/2017,0,b,737
4/30/2017,0,a,554
4/30/2017,0,b,877
4/30/2017,9.44,a,787
4/30/2017,0,b,903
4/30/2017,0,a,41
4/30/2017,0,b,666
4/30/2017,0,a,439
4/30/2017,0,b,329
4/30/2017,0,a,247
4/30/2017,0,b,107
4/30/2017,0,a,829
4/30/2017,0,b,743
4/30/2017,0,a,533
4/30/2017,0,b,910
4/30/2017,0,a,838
4/30/2017,0,b,737
4/30/2017,0,a,30
4/30/2017,0,b,786
4/30/2017,0,a,882
4/30/2017,0,b,337
4/30/2017,0,a,993
4/30/2017,0,b,939
4/30/2017,0,a,128
4/30/2017,0,b,262
4/30/2017,0,a,659
4/30/2017,0,b,436
4/30/2017,0,a,210
4/30/2017,0,b,756
4/30/2017,0,a,34
4/30/2017,0,b,471
4/30/2017,0,a,374
4/30/2017,0,b,555
4/30/2017,0,a,37
4/30/2017,0,b,971
4/30/2017,0,b,993
4/30/2017,0,a,547
4/30/2017,0,b,341
4/30/2017,0,a,934
4/30/2017,0,b,189
4/30/2017,0,a,846
4/30/2017,0,b,134
4/30/2017,0,a,214
4/30/2017,18.88,b,295
4/30/2017,0,a,158
4/30/2017,0,b,905
4/30/2017,0,a,425
4/30/2017,0,b,271
4/30/2017,0,a,884
4/30/2017,0,b,89
4/30/2017,0,a,600
4/30/2017,0,b,351
4/30/2017,18.88,a,398
4/30/2017,0,b,781
4/30/2017,0,b,48
4/30/2017,0,b,782
4/30/2017,0,a,315
4/30/2017,0,b,508
4/30/2017,0,a,679
4/30/2017,94.98,b,503
4/30/2017,0,a,556
4/30/2017,0,b,320
4/30/2017,0,a,997
4/30/2017,0,b,946
4/30/2017,0,a,106
4/30/2017,0,b,114
4/30/2017,0,a,957
4/30/2017,0,b,959
4/30/2017,0,a,570
4/30/2017,0,b,799
4/30/2017,0,a,227
4/30/2017,0,b,24
4/30/2017,0,a,139
4/30/2017,0,b,537
4/30/2017,0,a,66
4/30/2017,0,b,553
4/30/2017,0,a,40
4/30/2017,0,b,888
4/30/2017,9.49,a,655
4/30/2017,0,b,506
4/30/2017,0,a,994
4/30/2017,0,b,663
4/30/2017,0,a,828
4/30/2017,0,b,864
4/30/2017,0,a,831
4/30/2017,0,b,919
4/30/2017,0,b,815
4/30/2017,0,b,385
4/30/2017,0,a,74
4/30/2017,3.15,b,907
4/30/2017,0,a,852
4/30/2017,0,b,207
4/30/2017,0,a,195
4/30/2017,0,b,195
4/30/2017,0,a,295
4/30/2017,0,b,820
4/30/2017,0,a,390
4/30/2017,0,b,338
4/30/2017,0,a,480
4/30/2017,0,b,275
4/30/2017,0,a,482
4/30/2017,0,b,471
4/30/2017,0,a,560
4/30/2017,0,b,376
4/30/2017,0,a,330
4/30/2017,0,b,250
4/30/2017,0,a,209
4/30/2017,0,b,603
4/30/2017,0,a,869
4/30/2017,0,b,228
4/30/2017,0,b,885
4/30/2017,0,a,178
4/30/2017,0,b,249
4/30/2017,0,a,163
4/30/2017,0,b,878
4/30/2017,0,a,497
4/30/2017,0,b,57
4/30/2017,0,a,724
4/30/2017,0,b,46
4/30/2017,0,a,995
4/30/2017,0,b,41
4/30/2017,0,a,995
4/30/2017,0,b,850
4/30/2017,0,a,27
4/30/2017,0,b,818
4/30/2017,0,b,256
4/30/2017,0,a,371
4/30/2017,0,b,376
4/30/2017,0,a,220
4/30/2017,0,b,738
4/30/2017,0,a,353
4/30/2017,0,b,516
4/30/2017,0,b,884
4/30/2017,0,a,489
4/30/2017,0,b,764
4/30/2017,0,b,820
4/30/2017,0,b,546
4/30/2017,0,b,205
4/30/2017,0,b,815
4/30/2017,0,a,315
4/30/2017,0,b,149
4/30/2017,0,a,397
4/30/2017,0,b,681
4/30/2017,0,a,282
4/30/2017,0,b,14
4/30/2017,0,a,209
4/30/2017,0,b,888
4/30/2017,0,a,412
4/30/2017,0,b,202
4/30/2017,0,a,992
4/30/2017,0,b,574
4/30/2017,0,a,633
4/30/2017,0,b,78
4/30/2017,0,a,728
4/30/2017,0,b,224
4/30/2017,0,a,342
4/30/2017,0,b,607
4/30/2017,0,b,862
4/30/2017,0,b,267
4/30/2017,0,a,903
4/30/2017,0,b,505
4/30/2017,0,a,937
4/30/2017,0,b,837
4/30/2017,0,a,540
4/30/2017,0,b,728
4/30/2017,0,a,316
4/30/2017,0,b,573
4/30/2017,0,a,139
4/30/2017,0,b,878
4/30/2017,0,a,261
4/30/2017,0,b,809
4/30/2017,0,a,8
4/30/2017,0,b,668
4/30/2017,0,a,928
4/30/2017,0,b,278
4/30/2017,0,b,871
4/30/2017,0,a,461
4/30/2017,0,b,171
4/30/2017,0,a,369
4/30/2017,0,b,358
4/30/2017,0,a,23
4/30/2017,0,b,836
4/30/2017,0,a,90
4/30/2017,0,b,644
4/30/2017,0,a,224
4/30/2017,0,b,569
4/30/2017,132.89,a,188
4/30/2017,0,b,971
4/30/2017,0,a,558
4/30/2017,0,b,849
4/30/2017,0,a,164
4/30/2017,0,b,685
4/30/2017,0,a,178
4/30/2017,0,b,485
4/30/2017,0,a,638
4/30/2017,0,b,530
4/30/2017,0,a,562
4/30/2017,0,b,572
4/30/2017,0,a,42
4/30/2017,0,b,208
4/30/2017,0,a,492
4/30/2017,0,b,103
4/30/2017,0,a,356
4/30/2017,0,b,306
4/30/2017,0,a,260
4/30/2017,0,b,43
4/30/2017,0,a,674
4/30/2017,0,b,170
